commentID,status,commentSequence,userID,userDisplayName,userLocation,userTitle,userURL,picURL,commentTitle,commentBody,createDate,updateDate,approveDate,recommendations,replyCount,editorsSelection,parentID,parentUserDisplayName,depth,commentType,trusted,recommendedFlag,permID,isAnonymous,article_id
100613703,approved,100613703,0,joeshuren,Bouvet Island,NULL,NULL,,<br\//>,"Current datasharing facility has even without AI led to a crisis in science, because so many clinical trials and research results cannot be reproduced.   They may or may not be fake science, but often much money and work has been expended, and researchers  may have invested money in companies using the results.  Unless data is in a format that can be shared easily and checked cheaply, important results cannot be confirmed and should not be accepted.  Overconfident and biased researchers are reluctant to share, or make it difficult by mixing raw data with proprietary analytic software such as custom AI programs.  Reforming HIPAA would be a good idea, but not sufficient to fix datasharing problems.  Patients cannot control this process once data is anonymized even when access is audited.",1558577819,1559053141,1558577820,2,0,False,,,1,comment,0,0,100613703,False,0
100612990,approved,100612990,0,Lorraine Johnson,LA,NULL,NULL,,<br\//>,"The author believes the problem is that developers don't have access to the data they want to drive a program.  I think the problem is that we have not put the control of data squarely in the hands of the patient.  Patients want to know who is using their data, who it is being shared with, who is profiting from their data and whether it is being used for their benefit.  They also want to make sure that it is not used to discriminate against them (insurers/employers) and that they and their communities are not stigmatized by misuse of data by others. Unthinkingly handing data over to someone without nailing down these fact is like handing someone a loaded gun--that may be used against you.  

Patients and the public need to understand and consent to data use in a truly volitional manner.  Contracts of adhesion--where there is no real choice (you want the service?  give me your data to use as I please)--are not choice.  Put the power to control data in the patients hands.  

They may elect to use a community data steward to ensure that their data is used properly.  In the Lyme community, which faces significant stigma, discrimination, and access to care issues--LymeDisease.org has launched a patient registry, MyLymeData. Our responsibility is to ensure that data is used for the benefit of the patient community.",1558575079,1559407279,1558575081,4,0,False,,,1,comment,0,0,100612990,False,0
100611991,approved,100611991,0,Les,Bethesda,NULL,NULL,,<br\//>,"I am always intrigued by people who are opposed to something when it is abstract, theoretical, or benefits others, but then when it benefits them, they are suddenly wildly enthusiastic. What is that about?",1558571225,1558575497,1558571227,1,0,False,,,1,comment,0,0,100611991,False,0
100611834,approved,100611834,0,Kevin C,WI,NULL,NULL,,<br\//>,"The author is unaware of many of the efforts put forward by the Precision Medicine Initiative. 

One effort is the Sync for Science program that would let researchers have direct access to your medical records if you sign off on it. It hasn't been implanted by most EHR companies. Politicians are dragging their feet on requiring implementation. 

Another is the ""All of Us research program"". In a few years there will be 1 million people's curated medical records, genetics, and other information in one database for researchers to use.",1558570557,1558576583,1558570558,1,0,False,,,1,comment,0,0,100611834,False,0
100610731,approved,100610731,0,Peter Aterton,Albany,NULL,NULL,,<br\//>,"I saw a program on PBS how ""Smartphone"" got coined. It was done after extensive Market Research, just like the present phrase ""Climate Change"" was done after extensive market research instead of the previous a little too alarming phrase ""Global Warming"".  The catch phrase about Smartphone was ""See it is so smart, it knows everything about you"".",1558566637,1558566638,1558566638,0,0,False,,,1,comment,0,0,100610731,False,0
100610015,approved,100610015,0,charles doody,AZ,NULL,NULL,,<br\//>,"My health data is currently shared with my healthcare insurance providers within the limitations set forth in HIPPA.  I don't care what good a researcher thinks they can do with my health data, I don't want access to my health data expanded beyond what is currently allowed under HIPPA.   If you want to do some real good for the health of society, go after the anti-vaxxers and legislate compulsory vaccination, to prevent disease that have been eradicated from being resurrected.",1558564244,1559053202,1558564245,3,0,False,,,1,comment,0,0,100610015,False,0
100609219,approved,100609219,0,b fagan,chicago,NULL,NULL,,<br\//>,"There is potential in the uses Mr. Miner described. But I wasn't surprised to find that, while he used the word ""onerous"", he didn't once mention some other realities possible with sharing data in an environment where the party in control of White House, Senate and the Supreme Court love using ""onerous"" to attack things.

Algorithms that detect predisposition can be used by hospitals and insurers, large and small, for cost-cutting if it becomes legal.  Hospital consolidation is a real thing, and don't think it's happening to avoid cost-cutting - while financially rewarding those with the money.

Insurers are unable to ban coverage for pre-existing conditions today (thanks again, Obamacare!) but again, keep in mind that the party in charge of a lot of our current lawmaking apparatus have only failed to overturn the law because of incompetence and infighting.

AI that leads to increased recognition also imperils what could have been acceptable levels of anonymization, too.  So people signing up in good faith could find that technology makes them identifiable by inference after the datasets are worked, expanded and the algorithms discover new, unsuspected links.

So for people wanting to live a long, healthy life - eat right, exercise, get your checkups - and then push your elected and medical officials for rock-solid protections on medical data.",1558561707,1559053240,1558561708,3,0,False,,,1,comment,0,0,100609219,False,0
100608923,approved,100608923,0,Jim,Nola,NULL,NULL,,<br\//>,"As a researcher at a public university, all I know is that HIPAA and a host of other well-intended  regulations make it time consuming and expensive to do human subjects research. We must do more to insure the privacy of personal health information without making biomedical research any harder than it already is.",1558560823,1559053248,1558560824,2,0,False,,,1,comment,0,0,100608923,False,0
100608093,approved,100608093,0,KiruDub,Sol system,NULL,NULL,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/avatars/cropped-f91bb4ee20afa826f9671b2d631eb096c21350d975b28be76b0d3b0e40097d37.jpg,<br\//>,"Make sure that our data is actually safe from hackers (and that the hospitals that fail to keep it safe are actually punished in a meaningful way) and I'll bite. 

Until then, don't float me a line that it won't get skimmed or outright stolen. There have been no real punishments for the companies that allow our data to be stolen (Equifax, Allstate, Adobe, etc. I'm looking at you), and hospitals are notorious for shoddy network security protocols.",1558558661,1559053261,1558558662,3,0,False,,,1,comment,0,0,100608093,False,0
100607987,approved,100607987,0,ms,ca,NULL,NULL,,<br\//>,"Mr. Miner, as a physician-scientist, I  work with large data sets and often envy my colleagues in national health care systesm who have access to data from millions of patients easily. Consequently, they are able to gather information about how many people are affected by a disease, the costs of care, the causes of illness, etc. that is difficult or impossible to do here in the US. However, I agree with many of the concerns raised:

a. GINA protects discrimination based on genetic data from health insurance companies but not from other insurance (e.g. life, disability, etc.) Through the Medical Information Bureau (MIB), health insurance companies already share info about patients so health data is not necessarily confidential; however, at least currently, we have laws regarding pe-existing conditions. 

b. Companies regularly sell data to other companies without people's full, knowing  consent. This is where I tell patients to read the fine print when using websites or services like 23andMe, PatientsLikeMe, etc.

c. Despite using anonymized data, anonymity is not a yes/no proposition but may be on a spectrum. A famous paper from MIT showed it takes as little as 5 pieces of data to locate a unique individual in the US. The National Academy of Medicine also published a report on data sharing in 2015 that is informative. 

d. Data breaches like that in the UK NHS in 2017 are concerning. The records of 26 million patients were deemed to be at risk.",1558558431,1559053298,1558558432,3,0,False,,,1,comment,0,0,100607987,False,0
100607647,approved,100607647,0,beeceenj,NJ,NULL,NULL,,<br\//>,"If the health care sector and health info tech firms want consumers to share more data so they can in theory give the public better service, maybe they should first work toward supporting a data privacy framework the public can trust.  

As it is, the US does not have cross-sector statutory protections for their personal data.  It's a lot to ask that we blindly trust health care providers, software companies, AI companies, biotech companies with our freely shared data. ""The public good"" is not a good enough reason to forego our health data privacy.  

Show us how the government can put reasonable limits the exploitation of this data at the expense of citizens rights and maybe the public will be more open to this idea.",1558557573,1559053315,1558557574,3,0,False,,,1,comment,0,0,100607647,False,0
100607566,approved,100607566,0,Brian,Here,NULL,NULL,,<br\//>,"Is there potentially real health value in information?  Yes.

But the health care industry isn't about saving, or improving lives.  It's about maximal dollar extraction.  See EpiPen.  Or, perhaps a better illustration, the Diabetes Industrial Project, all brought about because Pharma successfully lobbied for a statistical redefinition of diabetes base line sugar level about 20 years ago.  How many of us are suckling at the metformin teat that don't really need to?  Lipitor?

Re the current article...the biggest problems are twofold.  First - the healthcare industry are demonstrably poor stewards of private medical information.  Not surprising, really, because in reality the primary purpose of the information is highly targeted marketing.  Can't market without partners, can't get partners without sharing data.  How did FaceBook discover I have diabetes, anyway?

Second - this newly accessible information can actually reduce access, by raising existing-condition barriers and elevated premiums for insurance companies, based on just-in data.  

Neither the insurers nor the various companies on the provider side can be considered reliable partners for patients.  So...I'll take my chances without, thank you.  

If we rediscover patients and privacy in the health care complex I'll be willing to share.  Until then, fudge off.",1558557367,1559053349,1558557370,4,0,False,,,1,comment,0,0,100607566,False,0
100606461,approved,100606461,0,Montreal Moe,Twixt Gog and Magog,NULL,NULL,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/avatars/cropped-403b92ae57c7e0a37edcb57c172efb9a92fa63c7ace5b20d9321817f2453af45.jpg,<br\//>,"Here in La Belle Province citizens share their health data with the entire medical profession without fear of unaffordable private insurance coverage. Neoliberalism is not fine in 2019 and was not fine in the 19th century when it killed a million Irish peasants and deported a million more ""lucky"" hovel dwellers.",1558554099,1559053364,1558554793,2,0,False,,,1,comment,0,0,100606461,False,0
100603767,approved,100603767,0,vandalfan,north idaho,NULL,NULL,,<br\//>,You want my data? Pay me. You want to track my internet searches? Pay me. You want to keep a recording of my voice and retinal scan? PAY ME.,1558547464,1559053368,1558553941,5,0,False,,,1,comment,0,0,100603767,False,0
100603922,approved,100603922,0,choristergirl,San Francisco,NULL,NULL,,<br\//>,"I wish editors and authors would check the law first.  It is too easily to blame HIPAA, which is actually a more workable privacy standard than what we currently have for ad-tech and social media.  There are plenty of well-grounded analyses of what HIPAA actually says that are not reflected in this opinion. For example, there is this article in Milbank Quarterly:  <a href=""https://www.milbank.org/quarterly/articles/legal-barriers-growth-health-information-exchange-boulders-pebbles"" target=""_blank"">https://www.milbank.org/quarterly/articles/legal-barriers-growth-health-information-exchange-boulders-pebbles</a>/. Or, showing that competition among health care providers may be driving the fact that even patients cannot get their data out of one doctor's office to another despite clear federal rights to that, there is this article recently published in ABA Antitrust Law Journal: <a href=""https://www.researchgate.net/publication/332530889_Digital_Health_Data_and_Information_Sharing_A_New_Frontier_for_Health_Care_Competition"" target=""_blank"">https://www.researchgate.net/publication/332530889_Digital_Health_Data_and_Information_Sharing_A_New_Frontier_for_Health_Care_Competition</a>

Furthermore, if the author so firmly believes in the power of AI in healthcare, he should join All of Us Research project at: <a href=""https://allofus.nih.gov"" target=""_blank"">https://allofus.nih.gov</a>/",1558547773,1559053390,1558553459,3,0,False,,,1,comment,0,0,100603922,False,0
100603443,approved,100603443,0,Tracy Rupp,"Brookings, Oregon",NULL,NULL,,<br\//>,"It's hard to keep a cooperative attitude in a country that has embraced greed as a virtue.  It's hard to imagine a kinder gentler nation without the death of Christian republicanism.

Christian republicanism has turned America into a dog eat dog nation.  They have made of America a militant jailer that is constantly at war and has the most unequal society in the advanced world.",1558546755,1558569048,1558553404,1,0,False,,,1,comment,0,0,100603443,False,0
100605892,approved,100605892,0,Jonathan Katz,St. Louis,NULL,NULL,,<br\//>,"It's a lot like copyright law, where a massive cudgel threatens innocent and harmless uses with extortionate fines.  For example, if a scholar or scientist want to reuse a diagram from a published scholarly paper (no free use for images, or poems, and copyright lasts a century or more) he must ask permission.  If the original author is dead, or unlocatable, or just ornery the reuser is effectively stuck because of the threat of enormous ""statutory damages"" (there are solutions in some cases, but they require a lot of expensive lawyering).  Yet these scholarly images have no conceivable commercial value.

Because of the absence of a national medical records depository, I cannot determine if I am immune to measles---my childhood pediatrician retired or died decades ago, and his records were destroyed.  It's easy to go get a MMR shot, but there are more significant reasons why it might be useful to have access to old records.",1558552491,1558558479,1558552492,1,0,False,,,1,comment,0,0,100605892,False,0
100605130,approved,100605130,0,gnowxela,ny,NULL,NULL,,<br\//>,"Yes. Current restrictions prevent certain kinds of research, but so do the other restrictions of civilized behavior, like informed consent. And that's ok. Not every kind of research needs to be done. That said, it should be as legally easy to donate your medical history to science after your death as it is to donate your physical body or organs (perhaps as easily as a checkbox on your driver's licence application). Such a legal change should not be difficult (though physically gathering a person's entire medical history may be challenging).",1558550453,1559047837,1558550454,1,0,False,,,1,comment,0,0,100605130,False,0
100604787,approved,100604787,0,yulia,MO,NULL,NULL,,<br\//>,"it is amazing how people are protective of their data for scientific purposes, but freely share this information and even more on Facebook. Privacy is a complicated question. It could be used to protect you, but also to scheme you. Not knowing what your colleagues are paid, allows your employers to underpay you. Your health data could protect you from health discrimination, but also prevent your doctor to get information that helps your treatment.   Data are necessary component of progress, especially now when we have ability to analyze the data, I think we should recognize it and discuss the arrangements that will provide adequate protection while allowing researchers and doctors to develop techniques and products that helpful in treatment of health problem. Anonymity of health data could be one of such arrangement.",1558549607,1558556216,1558549608,1,0,False,,,1,comment,0,0,100604787,False,0
100604643,approved,100604643,0,BA,Milwaukee,NULL,NULL,,<br\//>,"Another thought.  I have tried and failed to get mistakes in my medical records corrected.  I have been told that once the data is entered and saved, it can't be changed.  Supposedly they made a note of my concerns in the record. I have to correct the medical provider constantly because the note of my corrections is apparently an addendum that no one ever looks at.  How many major mistakes exist out there?  I doubt anyone e knows.",1558549322,1559047903,1558549324,5,0,False,,,1,comment,0,0,100604643,False,0
100604351,approved,100604351,0,Chrys,NY,NULL,NULL,,<br\//>,"There are several problems with the sharing approach. 
First and foremost is that anonymity can't not be guaranteed. Furthermore, if the data is completely anonymous, how can its validity be verified?
Second, for profit research is used for corporate profit and not for the common good. The question of who will benefit from this research remains.
Third, people should go to the doctor whenever they don't feel good and most of them have the faculties to know when their symptoms are severe enough. The reason that they don't is that most of them do not have access to a physician for financial reasons. However there is this new approach of replacing ""expensive "" physician visits with online consultations that insurance companies try to shove down our throats as a perfectly good alternative. It isn't and most people know it.
Fourth, there is a trove of information that corporate health related  and pharmaceutical companies refuse to share that would immensely benefit both traditional and AI research that no one is taking issue with. AllTrials is trying since 2013.
Do you want everybody to have a longer healthier life?  Create an internationally open research pool for all clinical trials and studies, even the failed ones.  Create more grants to support trials and studies happening in public institutions like universities and hospitals instead of for-profits. And finally, create an inclusive and comprehensive public health insurance system.",1558548727,1559053470,1558548749,5,0,False,,,1,comment,0,0,100604351,False,0
100604271,approved,100604271,0,BA,Milwaukee,NULL,NULL,,<br\//>,"I appreciate the sincerity of the author.   But we have an ugly history of personal data exploitation to benefit large profitable corporations , including so-called ""non-profit"" healthcare systems, Big Pharma, dialysis centers, labs, MRI centers, outpatient surgery centers, hospitals, medical practices, etc. etc.etc.  It is now all about making money (ask your doctor about her productivity incentives in her salary).  Giant health insurers are already mining huge amounts of personal data and every merger consolidates more  and more personal information.  All of this is about making money first . Quite frankly, we already know what would save the most lives and improve health the most -- diet and other lifestyle choices. But this about money, not lives.",1558548560,1559048010,1558548561,1,0,False,,,1,comment,0,0,100604271,False,0
100603535,approved,100603535,0,P,Maine,NULL,NULL,,<br\//>,"AI comes from the minds of human beings.  Human beings are not infallible.  

Medicine is an art and a science; knowledge, experience, and judgment are required to provide the wisdom needed to make diagnoses and to recommend treatment.

AI, with its collection and analysis of data, especially, epidemiological, can be helpful in making diagnoses and suggesting treatment, but should not stand alone with regard to the making of medical decisions.  Physicians acting alone or in concert along with second and/or more opinions and who take in all information should be the gold standard. 

As for medical confidentiality, it no longer exists.  Electronic medical records systems make available, and can broadcast, medical information with the click of a mouse to just about all, with no real prior restraints except for the threat of censure after an inappropriate disclosure.

Further, the nature and content of medical records themselves have changed.  They have gone from the documenting of scientific/clinical information relevant to the patient's condition to, also, being legal transcripts, to, also, being documentation for fees charged, to, also, being editorialized and critical essays about the provider's personal perceptions of the provider's experiencing of the patient.  Providers have become authors, sometimes with license or abandon, of a specialized area of medical literature. 

Where AI would fit in to all this remains to be seen.",1558546910,1559048175,1558546912,2,0,False,,,1,comment,0,0,100603535,False,0
100603279,approved,100603279,0,Caleb,MD,NULL,NULL,,<br\//>,"As you're apparently not just a data scientist but an economist trying ""to quantitatively assess the effect of the Internet and new media on political accountability"" (according to your Stanford bio), I can't help but wonder: Is this op-ed actually a means to measure willingness to trade privacy for a vague promise that sounds too good to be true?

Put me down as a hard pass.",1558546396,1559053502,1558546397,5,0,False,,,1,comment,0,0,100603279,False,0
100603274,approved,100603274,0,Yaj,NYC,NULL,NULL,,<br\//>,"This is a just a creepy excuse for mass data mining for no legitimate medical reason. 

Few but the very well to do travel all over the world for medical care. And they can bring relevant records with them, or FTP them in advance if say MRI images need to be sent ahead. 

Much of what Miner posits as “data” are easy (and cheap) to redo tests, or would be akin to noting you have an allergy to shellfish. 

Specifically what turns genes on/off is not real well understood. Therefore there is no reason for the mass collection of DNA samples.

People who care about laptop camera privacy don’t use laptops with cameras. Yes, they exist. Not a surprise that Miner omits reference to a most important internet privacy tool: The VPN.


Submitted May 22nd 1:32 PM Eastern",1558546378,1559048775,1558546379,4,0,False,,,1,comment,0,0,100603274,False,0
100603196,approved,100603196,0,Julio,Las Vegas,NULL,NULL,,<br\//>,"How about Congress first enacts a comprehensive, robust national data privacy law along the lines of Europe's General Data Protection Regulation?  That to me is a much more pressing priority than watering down HIPAA, as the author proposes.",1558546189,1559053528,1558546189,4,0,False,,,1,comment,0,0,100603196,False,0
100603181,approved,100603181,0,alocksley,NYC,NULL,NULL,,<br\//>,"Im sorry but this is a very  weak argument, and puts forth several ""dinner table"" solutions which are poorly thought out and don't recognize that the buying and selling (that's what will happen) of such personal information goes beyond credit card numbers. Further it goes along the lines of helping us live longer. Given the state of the planet, living longer is the last thing I want to contribute to. At some point, responsible medicine has to balance the headlong rush to live forever. It's killing us all.",1558546160,1559048715,1558546161,3,0,False,,,1,comment,0,0,100603181,False,0
100603179,approved,100603179,0,roseberry,WA,NULL,NULL,,<br\//>,"Just use data from someplace that doesn't have HIPAA.  In places like the UK, where care is guaranteed, you could probably get the consent of tens of thousands at least, even more if it was a non-profit enterprise, to use their data.",1558546156,1558569359,1558546157,2,0,False,,,1,comment,0,0,100603179,False,0
100601772,approved,100601772,0,James Devlin,Montana,NULL,NULL,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/avatars/cropped-3952eff0427b7a5a8da7380ed5763228f88802d6ee5b4bf20eaf0484e6d296a6.jpg,<br\//>,"The theory is sound, but for the fact that every good thing in life is always, 100%, abused. And as long as it's abused, you'd be a fool to share your data, any data, to anyone.",1558543761,1559048684,1558545696,3,0,False,,,1,comment,0,0,100601772,False,0
100595961,approved,100595961,0,gratis,Colorado,NULL,NULL,,<br\//>,"That is on one hand.  On the other hand, you would be bombarded with a zillion emails and phone messages from a zillion companies trying to sell you rubbish you do not need for the rest of your life.",1558526418,1558569377,1558545695,2,0,False,,,1,comment,0,0,100595961,False,0
100599326,approved,100599326,0,Josh,Charlotte,NULL,NULL,,<br\//>,This is an extremely bad take.  Personal health information can be effectively wielded as a weapon in the hands of conceivably ANYONE who comes into contact with that person.   Imagine your employer having access to the fact that you'd been treated for depression or alcohol abuse.  Imagine private firms having access to the entirety of your DNA.  The NYT seems so ready to publish contrarian think pieces.  This one is just silly and certainly not worth sharing or protecting.,1558538990,1559053558,1558545651,7,0,False,,,1,comment,0,0,100599326,False,0
100597187,approved,100597187,0,Warren Gaskill,"Black Earth, WI",NULL,NULL,,<br\//>,"My wife and I happily signed into a large national program seeking to better target ""precision medicine"" via research on a hoped-for 1 million participants willing to contribute their DNA. We look forward to what is learned from us and many more over the next 10 years from ""All of Us"" (<a href=""https://allofus.nih.gov"" target=""_blank"">https://allofus.nih.gov</a>).",1558531978,1559053569,1558545650,3,0,False,,,1,comment,0,0,100597187,False,0
